SOURCE: 0-1.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Pb  L  4.533044e+02  1.66e+02  0.000152  

SOURCE: 30-2.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  1.754172e+03  6.47e+01  0.09864  
P  K  1.582409e+01  6.24e+01  0.0002137  
S  K  3.005282e+03  9.24e+01  0.01234  
Cl  K  2.288239e+03  1.98e+02  0.004733  
Ar  K  7.128507e+00  2.09e+02  8.614e-06  
K  K  4.808852e+04  2.59e+02  0.02954  
Ca  K  3.509102e+05  6.21e+02  0.1701  
Sc  K  2.587948e+02  1.82e+02  0.0001511  
Ti  K  2.518940e+03  1.05e+02  0.001024  
V  K  1.616024e+00  9.34e+01  5.172e-07  
Cr  K  7.186612e+03  1.35e+02  0.001701  
Mn  K  1.204358e+03  1.15e+02  0.0002439  
Fe  K  1.226796e+05  3.86e+02  0.02092  
Co  K  9.940557e+02  1.37e+02  0.0001518  
Ni  K  9.322685e+02  1.34e+02  0.0001304  
Cu  K  6.506247e+02  1.05e+02  8.686e-05  
Zn  K  1.099769e+03  1.08e+02  0.0001445  
As  K  2.180806e+02  1.45e+02  3.142e-05  
Rb  K  5.943461e+01  6.34e+01  1.919e-05  
Sr  K  4.306063e+01  4.66e+01  1.961e-05  
Y  K  1.331457e-01  1.54e+01  1.065e-07  
Zr  K  3.949640e+02  1.87e+05  0.0005886  
Rh  L  6.057445e+04  4.63e+02  0.1612  
Pd  L  2.018455e+01  4.30e+02  3.849e-05  
Hg  L  4.880191e+02  1.49e+02  0.0001352  
Pb  L  5.518417e+02  1.70e+02  0.0001806  

SOURCE: 30-3.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  1.829950e+03  6.50e+01  0.1026  
P  K  3.651179e+00  6.31e+01  4.954e-05  
S  K  3.099397e+03  9.22e+01  0.01279  
Cl  K  2.530952e+03  2.00e+02  0.005256  
Ar  K  8.837947e+00  2.08e+02  1.071e-05  
K  K  4.737771e+04  2.57e+02  0.02916  
Ca  K  3.552202e+05  6.31e+02  0.1717  
Sc  K  6.248319e-01  1.81e+02  3.624e-07  
Ti  K  2.698942e+03  1.05e+02  0.00109  
V  K  8.892055e-01  9.30e+01  2.827e-07  
Cr  K  7.609347e+03  1.37e+02  0.001789  
Mn  K  1.226972e+03  1.16e+02  0.0002465  
Fe  K  1.218505e+05  3.86e+02  0.02059  
Co  K  8.747719e+02  1.38e+02  0.0001323  
Ni  K  8.472502e+02  1.36e+02  0.0001171  
Cu  K  5.423077e+02  1.05e+02  7.15e-05  
Zn  K  1.061403e+03  1.09e+02  0.0001378  
As  K  5.056811e+02  1.45e+02  7.194e-05  
Rb  K  6.301818e+01  6.46e+01  2.008e-05  
Sr  K  6.327272e+01  4.85e+01  2.843e-05  
Y  K  2.585030e-01  1.44e+01  2.041e-07  
Zr  K  5.442489e+04  1.88e+05  0.08004  
Rh  L  6.010283e+04  4.61e+02  0.1604  
Pd  L  6.311583e+00  4.28e+02  1.207e-05  
Hg  L  7.355138e+02  1.50e+02  0.0002012  
Pb  L  5.746091e+02  1.67e+02  0.0001856  

SOURCE: 40-1.csv
KEY: 1.1.00001.1
