SOURCE: ISic000655-t-a.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Cl  K  2.933177e+02  5.17e+01  0.006553  
Ar  K  8.775216e+02  6.76e+01  0.009894  
K  K  1.186395e+03  5.32e+01  0.006301  
Ca  K  2.624573e+05  5.17e+02  0.7226  
Sc  K  2.384636e+02  1.11e+02  0.0003932  
Ti  K  1.039430e+02  3.12e+01  0.0001017  
V  K  1.926675e-01  2.13e+01  1.169e-07  
Cr  K  3.651500e+01  1.83e+01  1.369e-05  
Mn  K  4.941539e+01  1.69e+01  1.228e-05  
Fe  K  1.471723e+03  4.30e+01  0.0002421  
Co  K  4.083638e+01  1.85e+01  4.789e-06  
Ni  K  4.520890e+01  2.46e+01  6.713e-06  
Cu  K  3.255904e+02  2.46e+01  5.957e-05  
Zn  K  1.065868e+02  1.99e+01  1.661e-05  
Ga  K  8.212051e+01  2.23e+01  3.272e-05  
As  K  3.180462e+01  6.47e+01  9.209e-06  
Rb  K  3.098528e+02  6.74e+01  4.78e-05  
Sr  K  8.672377e+03  1.31e+02  0.001232  
Y  K  4.177977e+02  8.08e+01  5.569e-05  
Zr  K  4.385916e+02  9.59e+01  5.607e-05  
Nb  K  4.618997e+02  9.28e+01  5.788e-05  
Rh  L  1.542965e+02  8.48e+01  0.00211  
Pd  L  9.258043e+02  1.00e+02  0.009931  
Cs  L  4.652224e+01  3.63e+01  6.518e-05  
Ba  L  3.533732e+01  5.71e+01  4.039e-05  
La  L  7.944515e+01  3.54e+01  7.19e-05  
Ce  L  1.828263e+01  4.05e+01  1.318e-05  
Au  L  2.615224e+02  5.21e+01  8.286e-05  
Hg  L  2.096181e+02  5.43e+01  6.117e-05  
Pb  L  6.017911e+02  1.16e+02  0.0001534  
Th  L  7.392042e+02  1.12e+02  0.0001289  

SOURCE: ISic000656-t-d.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Al  K  4.131028e+01  3.29e+01  0.06024  
Si  K  5.495597e+01  3.36e+01  0.02064  
P  K  4.920080e-01  4.80e+01  6.478e-05  
S  K  1.629584e+02  4.00e+01  0.008042  
Cl  K  3.255743e+02  5.29e+01  0.007288  
Ar  K  8.371801e+02  6.70e+01  0.009459  
K  K  1.436117e+03  5.63e+01  0.007643  
Ca  K  2.604730e+05  5.15e+02  0.7186  
Sc  K  2.106696e+01  1.09e+02  3.481e-05  
Ti  K  7.302697e+01  3.20e+01  7.16e-05  
V  K  3.237758e-01  2.00e+01  1.969e-07  
Cr  K  8.431020e+01  1.91e+01  3.168e-05  
Mn  K  9.274986e+01  1.84e+01  2.31e-05  
Fe  K  2.394877e+03  5.28e+01  0.0003948  
Co  K  3.203607e+01  1.86e+01  3.764e-06  
Ni  K  5.420703e+01  2.42e+01  7.931e-06  
Cu  K  3.601026e+02  2.54e+01  6.589e-05  
Zn  K  1.288655e+02  2.09e+01  2.009e-05  
Ga  K  4.370383e+01  2.17e+01  1.721e-05  
As  K  2.104157e+00  6.34e+01  6.098e-07  
Rb  K  4.261966e+02  6.74e+01  6.581e-05  
Sr  K  8.701673e+03  1.30e+02  0.001237  
Y  K  5.681554e+02  8.23e+01  7.581e-05  
Zr  K  3.773447e+02  9.48e+01  4.829e-05  
Nb  K  7.485248e+02  9.21e+01  9.389e-05  
Rh  L  1.004313e+02  8.47e+01  0.001376  
Pd  L  8.729964e+02  9.91e+01  0.00938  
Cs  L  1.662045e-01  3.62e+01  2.333e-07  
Ba  L  4.047131e+01  5.79e+01  4.636e-05  
La  L  5.418657e+01  3.57e+01  4.914e-05  
Ce  L  3.962033e+00  3.94e+01  2.862e-06  
Au  L  2.273122e+02  5.10e+01  7.204e-05  
Hg  L  2.276889e+02  5.53e+01  6.651e-05  
Pb  L  5.770364e+02  1.16e+02  0.0001471  
Th  L  9.681184e+02  1.10e+02  0.000169  

SOURCE: ISic000656-t-e.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Al  K  7.792880e+01  3.24e+01  0.1145  
Si  K  9.998276e+01  3.33e+01  0.03783  
P  K  2.179709e+01  4.66e+01  0.002892  
S  K  1.586668e+02  3.95e+01  0.007892  
Cl  K  2.763746e+02  4.98e+01  0.006236  
