SOURCE: ISic000672-MK-b.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Rh  L  6.075723e+04  5.08e+02  0.1168  
Pd  L  9.075323e+02  4.79e+02  0.001254  

SOURCE: ISic000677-MK-b.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  6.282809e+00  5.65e+01  0.0003469  
P  K  1.193063e+01  1.11e+02  0.0001102  
S  K  6.540667e+03  1.30e+02  0.01836  
Cl  K  3.076579e+03  2.51e+02  0.004396  
Ar  K  1.619587e+02  2.37e+02  0.0001389  
K  K  2.339247e+03  1.33e+02  0.001027  
Ca  K  1.465521e+06  1.24e+03  0.648  
Sc  K  2.979188e+02  3.17e+02  0.0002677  
Ti  K  1.908329e+03  1.03e+02  0.001201  
V  K  1.018019e+00  8.01e+01  5.067e-07  
Cr  K  6.673610e+03  1.23e+02  0.002456  
Mn  K  3.832898e+02  9.51e+01  0.0001182  
Fe  K  6.881456e+03  1.31e+02  0.001768  
Co  K  6.108753e+02  9.79e+01  0.0001394  
Ni  K  1.543321e+03  1.57e+02  0.0003022  
Cu  K  3.640123e+02  9.09e+01  6.805e-05  
Zn  K  5.038281e+02  8.90e+01  9.278e-05  
As  K  6.488328e+02  8.77e+01  0.0001311  
Rb  K  2.145431e+02  5.60e+01  9.716e-05  
Sr  K  8.003703e+01  4.07e+01  5.112e-05  
Y  K  5.582193e-01  1.46e+01  6.263e-07  
Zr  K  7.547479e+04  1.51e+05  0.1577  
Rh  L  6.275882e+04  5.29e+02  0.117  
Pd  L  1.175191e+02  4.87e+02  0.0001576  

SOURCE: ISic000677-MK-c.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  1.741696e+01  5.51e+01  0.000958  
P  K  1.349675e+03  1.01e+02  0.01241  
S  K  6.926650e+03  1.29e+02  0.01935  
Cl  K  3.036573e+03  2.30e+02  0.004318  
Ar  K  4.348834e+02  2.30e+02  0.0003712  
K  K  2.403774e+03  1.31e+02  0.001051  
Ca  K  1.373075e+06  1.19e+03  0.6041  
Sc  K  1.088374e+03  3.01e+02  0.0009722  
Ti  K  2.192610e+03  1.03e+02  0.001371  
V  K  1.795564e+02  8.32e+01  8.885e-05  
Cr  K  6.495286e+03  1.22e+02  0.002378  
Mn  K  6.550726e+02  9.54e+01  0.0002011  
Fe  K  9.834894e+03  1.43e+02  0.002515  
Co  K  4.487927e+02  9.60e+01  0.0001019  
Ni  K  1.053804e+03  1.57e+02  0.0002057  
Cu  K  6.346987e+02  9.11e+01  0.0001183  
Zn  K  5.667757e+02  8.69e+01  0.000104  
