SOURCE: MK-ISic000065-a.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Rh  L  6.555772e+04  4.83e+02  0.1797  
Pd  L  4.724312e+03  4.51e+02  0.009174  

SOURCE: MK-ISic000284-h.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  3.427273e+02  5.75e+01  0.02131  
P  K  2.373656e-02  8.73e+01  2.63e-07  
S  K  3.342921e+03  1.06e+02  0.01148  
Cl  K  2.944449e+03  2.15e+02  0.005112  
Ar  K  2.892786e+02  2.34e+02  0.000297  
K  K  2.143888e+03  1.23e+02  0.001114  
Ca  K  8.672828e+05  9.52e+02  0.3753  
Sc  K  1.165153e+01  2.50e+02  8.251e-06  
Ti  K  1.162477e+04  1.52e+02  0.005774  
V  K  2.678612e+02  1.03e+02  0.0001054  
Cr  K  7.718997e+03  1.34e+02  0.002274  
Mn  K  9.065686e+03  1.52e+02  0.002373  
Fe  K  3.923322e+05  6.49e+02  0.08848  
Co  K  1.985903e+03  1.67e+02  0.0004074  
Ni  K  8.023148e+02  1.21e+02  0.0001653  
Cu  K  2.419573e+02  9.11e+01  4.777e-05  
Zn  K  8.980260e+02  9.51e+01  0.0001751  
As  K  2.784792e+02  8.65e+01  6.002e-05  
Rb  K  5.160691e+01  5.32e+01  2.511e-05  
Sr  K  1.554272e+02  4.25e+01  0.0001068  
Y  K  1.826299e-01  1.37e+01  2.209e-07  
Zr  K  1.680199e+03  1.63e+05  0.003789  
Rh  L  6.242952e+04  4.85e+02  0.1401  
Pd  L  2.968937e+01  4.68e+02  4.771e-05  

SOURCE: MK-ISic000284-i.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  4.227835e+02  5.34e+01  0.02811  
P  K  4.150161e+02  7.84e+01  0.00505  
S  K  3.563333e+03  1.01e+02  0.01329  
Cl  K  2.470192e+03  2.07e+02  0.004628  
Ar  K  1.243549e+03  2.30e+02  0.001364  
K  K  3.337964e+03  1.23e+02  0.001837  
Ca  K  5.796035e+05  7.82e+02  0.2441  
Sc  K  3.013192e+02  2.18e+02  0.000182  
Ti  K  2.243026e+04  1.92e+02  0.009533  
V  K  9.874608e+01  1.17e+02  3.334e-05  
Cr  K  7.286830e+03  1.36e+02  0.001867  
Mn  K  7.331509e+03  1.47e+02  0.001745  
Fe  K  5.633341e+05  7.70e+02  0.1187  
Co  K  2.772603e+03  1.80e+02  0.0005387  
Ni  K  5.417530e+02  1.03e+02  0.0001171  
Cu  K  7.046790e+02  8.99e+01  0.0001462  
Zn  K  1.343086e+03  9.43e+01  0.0002756  
As  K  2.859967e+02  8.19e+01  6.511e-05  
Rb  K  7.007943e+01  5.16e+01  3.617e-05  
Sr  K  3.398541e+01  3.75e+01  2.48e-05  
Y  K  2.119730e+01  1.34e+01  2.724e-05  
Zr  K  2.404471e+05  1.51e+05  0.5766  
Rh  L  6.381972e+04  4.77e+02  0.1535  
Pd  L  2.721780e+03  4.60e+02  0.004676  

SOURCE: MK-ISic000284-j.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  8.547034e+01  5.30e+01  0.004636  
P  K  3.679678e-01  1.00e+02  3.383e-06  
S  K  3.708685e+03  1.10e+02  0.01036  
Cl  K  2.439312e+03  2.45e+02  0.003465  
Ar  K  1.855406e+03  2.43e+02  0.00158  
K  K  7.226198e+02  1.18e+02  0.0003147  
Ca  K  1.126392e+06  1.09e+03  0.4879  
Sc  K  9.449805e+00  2.84e+02  8.245e-06  
Ti  K  2.133879e+03  1.02e+02  0.001304  
V  K  4.185156e-01  7.91e+01  2.023e-07  
Cr  K  6.814412e+03  1.23e+02  0.002437  
Mn  K  4.934550e+03  1.22e+02  0.001479  
Fe  K  7.099911e+03  1.34e+02  0.001773  
Co  K  9.380103e+02  9.90e+01  0.000208  
Ni  K  8.643005e+02  1.40e+02  0.0001646  
Cu  K  7.539677e+02  8.90e+01  0.0001371  
Zn  K  1.186328e+03  9.22e+01  0.0002125  
As  K  4.296358e+02  8.24e+01  8.444e-05  
Rb  K  1.211413e+02  5.11e+01  5.335e-05  
Sr  K  1.477971e+02  3.99e+01  9.179e-05  
Y  K  1.918796e-01  1.24e+01  2.094e-07  
Zr  K  6.452334e+04  1.51e+05  0.1311  
Rh  L  6.332313e+04  5.25e+02  0.1173  
Pd  L  1.486649e+01  4.90e+02  1.98e-05  

SOURCE: MK-ISic000284-k.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  6.193683e+01  5.41e+01  0.003362  
P  K  1.090711e+03  9.80e+01  0.01005  
S  K  3.487575e+03  1.09e+02  0.01009  
Cl  K  3.030198e+03  2.40e+02  0.004459  
Ar  K  2.286884e+03  2.39e+02  0.002014  
K  K  1.227071e+03  1.22e+02  0.0005517  
Ca  K  1.125332e+06  1.08e+03  0.4907  
Sc  K  8.051534e+02  2.78e+02  0.00069  
Ti  K  1.557308e+03  9.71e+01  0.0009341  
V  K  6.604362e+01  7.83e+01  3.133e-05  
Cr  K  6.926693e+03  1.24e+02  0.00243  
Mn  K  2.961137e+03  1.12e+02  0.0008709  
Fe  K  1.018691e+04  1.46e+02  0.002496  
Co  K  7.898409e+02  1.01e+02  0.0001719  
Ni  K  6.908422e+02  1.41e+02  0.0001293  
Cu  K  3.660996e+02  8.82e+01  6.54e-05  
Zn  K  1.092175e+03  9.28e+01  0.0001922  
As  K  4.058754e+02  8.38e+01  7.836e-05  
Rb  K  2.118090e+02  5.37e+01  9.163e-05  
Sr  K  4.734733e+01  3.96e+01  2.888e-05  
Y  K  3.891518e+01  1.38e+01  4.171e-05  
Zr  K  2.439535e+05  1.66e+05  0.4869  
Rh  L  6.315131e+04  5.03e+02  0.121  
Pd  L  8.070684e+02  4.73e+02  0.001112  

SOURCE: MK-ISic000284-l.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  9.122854e+01  5.22e+01  0.004946  
P  K  1.029035e+03  9.18e+01  0.009552  
S  K  3.329840e+03  1.06e+02  0.009711  
Cl  K  2.221032e+03  2.33e+02  0.003294  
Ar  K  1.592375e+03  2.37e+02  0.001412  
K  K  7.891324e+02  1.17e+02  0.0003569  
Ca  K  9.953192e+05  1.02e+03  0.4316  
Sc  K  1.606683e+03  2.71e+02  0.001355  
Ti  K  1.929975e+03  1.03e+02  0.001139  
V  K  6.863509e+01  8.46e+01  3.204e-05  
Cr  K  7.194255e+03  1.30e+02  0.002485  
Mn  K  5.464109e+03  1.31e+02  0.001584  
Fe  K  1.663885e+04  1.78e+02  0.004022  
Co  K  8.970996e+02  1.09e+02  0.0001927  
Ni  K  9.462302e+02  1.47e+02  0.0001754  
Cu  K  7.845036e+02  9.55e+01  0.0001389  
Zn  K  1.253280e+03  9.84e+01  0.0002185  
As  K  4.892697e+02  8.88e+01  9.362e-05  
Rb  K  1.567438e+02  5.46e+01  6.721e-05  
Sr  K  2.965170e+01  4.04e+01  1.793e-05  
Y  K  3.674310e+01  1.38e+01  3.904e-05  
Zr  K  1.888495e+05  1.60e+05  0.3736  
Rh  L  6.300788e+04  5.07e+02  0.1216  
Pd  L  1.002774e+03  4.78e+02  0.001391  

SOURCE: MK-ISic001039-a.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
