SOURCE: ISic000613-t-a.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Sr  K  6.911435e+03  1.21e+02  0.0009787  
Y  K  6.422385e+02  8.76e+01  8.533e-05  
Zr  K  5.012668e+02  9.76e+01  6.388e-05  
Rh  K  1.374206e+04  3.70e+03  0.002964  
Rh  L  1.373048e+02  7.31e+01  0.001873  
Pd  K  9.223237e+03  5.30e+02  0.002175  
Pd  L  5.341811e+02  8.64e+01  0.005718  
Sn  K  1.085635e+03  1.02e+02  0.0004568  
Ba  L  7.455591e+01  4.34e+01  8.509e-05  
Au  L  3.197259e+02  5.52e+01  0.0001008  
Hg  L  2.964611e+02  5.87e+01  8.622e-05  
Pb  L  2.212117e+03  1.34e+02  0.0005615  

SOURCE: ISic000662-t-b.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
S  K  2.264647e+03  5.98e+01  0.1145  
Cl  K  1.181099e+02  4.28e+01  0.002709  
Ar  K  7.868710e+02  5.65e+01  0.009113  
K  K  1.874396e+03  5.78e+01  0.01023  
Ca  K  1.415363e+05  3.81e+02  0.4004  
Sc  K  1.018623e+02  8.87e+01  0.0001726  
Ti  K  2.489009e+02  3.38e+01  0.0002502  
V  K  8.154449e+00  2.14e+01  5.084e-06  
Cr  K  7.394603e+01  1.86e+01  2.848e-05  
Mn  K  1.540642e+02  2.24e+01  3.933e-05  
Fe  K  1.724651e+04  1.34e+02  0.002912  
Co  K  1.981823e+01  3.08e+01  2.383e-06  
Ni  K  7.800586e+01  2.65e+01  9.55e-06  
Cu  K  3.935730e+02  2.75e+01  7.177e-05  
Zn  K  3.578386e+02  2.72e+01  5.602e-05  
As  K  3.787605e+00  7.53e+01  1.109e-06  
Rb  K  1.035064e+03  7.56e+01  0.0001617  
Sr  K  5.542183e+03  1.12e+02  0.0007979  
Y  K  8.579336e+02  8.86e+01  0.0001159  
Zr  K  1.110420e+03  9.88e+01  0.0001439  
Rh  K  1.460348e+04  3.57e+03  0.003206  
Rh  L  3.666168e+01  6.80e+01  0.0005121  
Pd  K  9.615675e+03  5.13e+02  0.002308  
Pd  L  3.029936e+02  7.81e+01  0.003322  
Sn  K  1.172165e+03  9.92e+01  0.0005023  
Ba  L  4.781321e+01  4.70e+01  5.609e-05  
Au  L  1.334166e+02  5.22e+01  4.228e-05  
Hg  L  3.430270e+02  5.84e+01  0.0001013  
Pb  L  2.121716e+03  1.32e+02  0.0005442  

SOURCE: ISic000662-t-c.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
S  K  1.725262e+03  5.36e+01  0.0877  
Cl  K  1.864477e+02  4.31e+01  0.004301  
Ar  K  7.445086e+02  5.77e+01  0.008672  
K  K  2.139281e+03  5.99e+01  0.01174  
Ca  K  1.450208e+05  3.86e+02  0.4126  
Sc  K  1.147831e+02  8.91e+01  0.0001956  
Ti  K  3.467999e+02  3.58e+01  0.0003507  
V  K  1.518669e+01  2.21e+01  9.525e-06  
Cr  K  5.866207e+01  1.79e+01  2.272e-05  
Mn  K  1.116622e+02  2.12e+01  2.867e-05  
Fe  K  1.844032e+04  1.39e+02  0.003131  
Co  K  7.895211e+01  3.26e+01  9.545e-06  
Ni  K  2.260595e+01  2.59e+01  2.688e-06  
Cu  K  3.979483e+02  2.75e+01  7.254e-05  
Zn  K  4.236945e+02  2.88e+01  6.644e-05  
As  K  3.228801e+01  7.32e+01  9.484e-06  
Rb  K  9.904951e+02  7.57e+01  0.0001554  
Sr  K  5.464340e+03  1.12e+02  0.0007897  
Y  K  9.909476e+02  8.89e+01  0.0001344  
Zr  K  1.450221e+03  1.00e+02  0.0001887  
Rh  K  9.398463e+03  3.61e+03  0.002072  
Rh  L  3.209745e+00  6.86e+01  4.506e-05  
Pd  K  9.575670e+03  5.23e+02  0.002308  
Pd  L  5.535567e+02  8.17e+01  0.0061  
Sn  K  1.023332e+03  9.86e+01  0.0004404  
Ba  L  3.717328e+01  4.78e+01  4.385e-05  
Au  L  2.668841e+02  5.36e+01  8.466e-05  
Hg  L  3.169588e+02  5.88e+01  9.391e-05  
Pb  L  1.540495e+03  1.26e+02  0.0003961  

SOURCE: ISic000662-t-d.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
S  K  1.445534e+03  5.28e+01  0.07172  
Cl  K  1.511949e+02  4.56e+01  0.003403  
Ar  K  8.175310e+02  6.03e+01  0.009288  
K  K  1.647690e+03  5.68e+01  0.008818  
Ca  K  1.846139e+05  4.35e+02  0.5122  
Sc  K  8.579762e+00  9.72e+01  1.426e-05  
Ti  K  1.746157e+02  3.10e+01  0.0001722  
V  K  4.635841e+01  2.18e+01  2.835e-05  
Cr  K  1.137300e+02  1.85e+01  4.297e-05  
