SOURCE: ISic000007-t-a.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Cl  K  2.043036e+01  3.31e+01  0.0004915  
Ar  K  3.819895e+02  4.47e+01  0.004643  
K  K  8.105103e+02  4.10e+01  0.004642  
Ca  K  2.967548e+04  1.79e+02  0.08812  
Sc  K  3.313800e+02  5.46e+01  0.0005893  
Ti  K  1.007791e+03  5.21e+01  0.001063  
V  K  2.332566e+02  3.54e+01  0.0001525  
Cr  K  1.054241e+03  4.34e+01  0.0004255  
Mn  K  8.291065e+02  4.28e+01  0.0002217  
Fe  K  1.149746e+05  3.40e+02  0.02031  
Co  K  6.638287e+02  6.07e+01  8.333e-05  
Ni  K  5.896356e+01  2.12e+01  5.672e-06  
Cu  K  4.749106e+02  2.96e+01  8.402e-05  
Zn  K  2.449151e+03  5.71e+01  0.0003848  
As  K  9.021361e+02  8.81e+01  0.0002738  
Rb  K  2.559816e+03  9.49e+01  0.000416  
Sr  K  2.499435e+04  1.93e+02  0.003744  
Y  K  1.174442e+03  9.73e+01  0.0001652  
Zr  K  9.399086e+03  1.57e+02  0.001269  
Rh  K  1.384211e+04  3.63e+03  0.003169  
Rh  L  2.354564e+00  5.27e+01  3.441e-05  
Pd  K  1.121656e+04  5.17e+02  0.002809  
Pd  L  3.643717e+02  6.43e+01  0.004181  
Sn  K  1.057875e+03  1.06e+02  0.0004732  
Ba  L  1.100384e+02  6.73e+01  0.0001352  
Au  L  2.207520e+02  6.11e+01  6.969e-05  
Hg  L  1.165178e+02  7.18e+01  3.569e-05  
Pb  L  1.797328e+03  1.51e+02  0.0004693  

SOURCE: ISic000079-t-d.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
S  K  5.730027e+01  2.72e+01  0.003036  
Cl  K  1.285383e+00  3.11e+01  3.093e-05  
Ar  K  4.992771e+02  4.58e+01  0.006069  
K  K  1.154698e+03  4.51e+01  0.006614  
Ca  K  2.820326e+04  1.75e+02  0.08377  
Sc  K  3.139530e+02  5.37e+01  0.0005584  
Ti  K  1.234669e+03  5.52e+01  0.001303  
V  K  1.248121e+02  3.43e+01  8.163e-05  
Cr  K  1.235969e+03  4.57e+01  0.0004989  
Mn  K  3.067443e+03  6.76e+01  0.0008201  
Fe  K  1.474651e+05  3.85e+02  0.02604  
Co  K  6.283800e+02  6.38e+01  7.886e-05  
Ni  K  9.524050e+01  2.24e+01  9.049e-06  
Cu  K  4.261448e+02  2.83e+01  7.495e-05  
Zn  K  2.516138e+03  5.68e+01  0.0003943  
As  K  6.932398e+02  7.68e+01  0.0002105  
Rb  K  2.462633e+03  8.99e+01  0.0004005  
Sr  K  2.545874e+04  1.91e+02  0.003817  
Y  K  8.690064e+02  8.86e+01  0.0001224  
Zr  K  6.618312e+03  1.41e+02  0.0008944  
Rh  K  3.052793e+03  3.37e+03  0.0006995  
Rh  L  8.051487e+01  5.24e+01  0.001177  
Pd  K  8.948102e+03  4.75e+02  0.002243  
Pd  L  3.625024e+02  6.33e+01  0.004162  
Sn  K  6.780252e+02  9.64e+01  0.0003036  
Ba  L  8.740596e+01  6.76e+01  0.0001074  
Au  L  2.566699e+02  6.00e+01  8.08e-05  
Hg  L  4.175480e+01  6.54e+01  1.28e-05  
Pb  L  7.584022e+02  1.34e+02  0.0001978  

SOURCE: ISic000079-t-e.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
S  K  7.902148e+00  2.68e+01  0.0004206  
Cl  K  4.413184e+01  3.36e+01  0.001067  
Ar  K  3.685055e+02  4.46e+01  0.0045  
K  K  1.033910e+03  4.44e+01  0.005949  
Ca  K  2.569550e+04  1.67e+02  0.07666  
Sc  K  2.215248e+02  5.17e+01  0.0003957  
Ti  K  1.282619e+03  5.87e+01  0.001359  
V  K  7.871302e+01  3.65e+01  5.17e-05  
Cr  K  1.216863e+03  4.73e+01  0.0004933  
Mn  K  2.508578e+03  6.39e+01  0.0006736  
Fe  K  2.019408e+05  4.50e+02  0.03581  
