SOURCE: ISic000896-M-1.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Mn  K  6.698035e+02  8.80e+01  0.0001878  
Fe  K  4.131077e+03  1.16e+02  0.0009845  
Co  K  2.019221e+03  1.07e+02  0.000434  
Ni  K  2.148316e+03  1.79e+02  0.0004007  
Cu  K  4.046997e+02  9.34e+01  7.269e-05  
Zn  K  1.019302e+03  9.50e+01  0.0001816  
As  K  6.201699e+02  8.84e+01  0.0001228  
Rb  K  8.004913e+01  5.81e+01  3.581e-05  
Sr  K  1.031561e+02  4.61e+01  6.516e-05  
Y  K  2.599606e-01  1.78e+01  2.887e-07  
Zr  K  1.842933e+05  1.69e+05  0.3815  
Rh  L  3.418192e+04  4.13e+02  0.02552  
Pd  L  2.023524e+03  3.92e+02  0.001242  

SOURCE: ISic001514-M-6.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  2.160136e+03  6.80e+01  0.003353  
P  K  1.913688e+01  8.84e+01  1.692e-05  
S  K  3.207577e+04  2.01e+02  0.01889  
Cl  K  4.132474e+03  1.98e+02  0.002023  
Ar  K  4.351766e+03  2.01e+02  0.00176  
K  K  3.050555e+03  1.16e+02  0.0007843  
Ca  K  9.456215e+05  9.92e+02  0.2782  
Sc  K  3.643073e+03  2.61e+02  0.002364  
Ti  K  7.833187e+02  8.49e+01  0.0003824  
V  K  1.188308e+03  8.19e+01  0.0004832  
Cr  K  1.134783e+02  7.75e+01  3.542e-05  
Mn  K  1.392308e+03  9.36e+01  0.0003752  
Fe  K  1.198708e+04  1.52e+02  0.00275  
Co  K  1.122098e+03  1.05e+02  0.0002324  
Ni  K  4.585186e+02  1.52e+02  8.296e-05  
Cu  K  8.155713e+02  9.48e+01  0.0001421  
Zn  K  1.231257e+03  9.85e+01  0.0002129  
As  K  4.660303e+02  8.99e+01  8.962e-05  
Rb  K  3.151340e+02  6.08e+01  0.0001369  
Sr  K  7.805865e+01  4.57e+01  4.789e-05  
Y  K  4.001444e+00  1.49e+01  4.317e-06  
Zr  K  9.315015e+04  1.79e+05  0.1873  
Rh  L  3.598082e+04  3.88e+02  0.02626  
Pd  L  8.847170e+02  3.66e+02  0.0005308  

SOURCE: ISic001758-M-1.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  2.123320e+03  6.99e+01  0.003301  
P  K  4.911968e-03  9.65e+01  4.339e-09  
S  K  6.696246e+03  1.16e+02  0.003939  
Cl  K  7.383445e+03  2.36e+02  0.003608  
Ar  K  2.434554e+03  2.14e+02  0.0009822  
K  K  5.745169e+02  1.06e+02  0.0001472  
Ca  K  1.097916e+06  1.07e+03  0.3232  
Sc  K  4.533729e+03  2.91e+02  0.002973  
Ti  K  8.221439e+02  8.94e+01  0.0004056  
V  K  3.856751e+02  7.56e+01  0.0001585  
Cr  K  6.529088e+02  8.16e+01  0.0002059  
Mn  K  1.391703e+03  9.34e+01  0.0003785  
Fe  K  7.778775e+03  1.35e+02  0.001799  
Co  K  1.406179e+03  1.05e+02  0.0002935  
Ni  K  2.106387e+03  1.74e+02  0.0003827  
Cu  K  6.162078e+02  9.39e+01  0.0001078  
Zn  K  9.776213e+02  9.56e+01  0.0001697  
As  K  8.228288e+02  9.32e+01  0.0001588  
Rb  K  1.678546e+02  5.95e+01  7.319e-05  
Sr  K  1.077422e+02  4.50e+01  6.633e-05  
Y  K  3.087969e-01  1.90e+01  3.343e-07  
Zr  K  2.078693e+04  1.48e+05  0.04194  
Rh  L  3.532298e+04  4.33e+02  0.02572  
Pd  L  3.604595e+03  4.07e+02  0.002157  

SOURCE: ISic001758-M-2.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  3.007886e+03  7.82e+01  0.00473  
P  K  5.308896e+00  1.01e+02  4.76e-06  
S  K  1.107941e+04  1.39e+02  0.006613  
Cl  K  1.280376e+04  2.61e+02  0.006349  
Ar  K  2.585681e+01  2.47e+02  1.058e-05  
K  K  5.087812e+02  1.15e+02  0.0001322  
Ca  K  1.271777e+06  1.15e+03  0.379  
Sc  K  4.835618e+03  3.04e+02  0.003207  
Ti  K  2.936859e+02  8.50e+01  0.0001465  
V  K  8.576954e+02  7.79e+01  0.0003564  
Cr  K  8.441929e-02  7.53e+01  2.691e-08  
Mn  K  2.249711e+03  9.92e+01  0.0006181  
Fe  K  7.336008e+03  1.35e+02  0.001714  
Co  K  2.908719e+03  1.15e+02  0.0006131  
Ni  K  3.223198e+03  1.86e+02  0.0005908  
Cu  K  1.122047e+03  9.69e+01  0.0001981  
Zn  K  1.376458e+03  9.90e+01  0.0002411  
As  K  4.769861e+02  8.98e+01  9.288e-05  
Rb  K  1.099859e+02  5.80e+01  4.838e-05  
Sr  K  7.984918e+01  4.00e+01  4.959e-05  
Y  K  1.520000e+00  1.70e+01  1.66e-06  
Zr  K  2.338312e+04  9.66e+04  0.04759  
Rh  L  3.639981e+04  4.56e+02  0.02688  
Pd  L  1.661058e+04  4.65e+02  0.01008  

SOURCE: ISic001758-M-3.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  2.086972e+03  6.97e+01  0.003246  
P  K  3.477456e+02  9.59e+01  0.0003071  
S  K  8.787733e+03  1.27e+02  0.005167  
