File;Sample;Sample ID;Parameter, Goal;Value;ESD
E:/nextcloud/ISicily/petrography/XRD/000009grey.lst;000009grey;;Qcalcite;1;0,
E:/nextcloud/ISicily/petrography/XRD/000009grey.lst;000009grey;;Rwp;5.8700;,
E:/nextcloud/ISicily/petrography/XRD/000009grey.lst;000009grey;;Rexp;6.1600;,
E:/nextcloud/ISicily/petrography/XRD/000009grey.lst;000009grey;;Chi2;0.9081;,
E:/nextcloud/ISicily/petrography/XRD/000009grey.lst;000009grey;;GOF;0.9529;,
E:/nextcloud/ISicily/petrography/XRD/000009pink.lst;000009pink;;Qcalcite;0.8745;0.0038,
E:/nextcloud/ISicily/petrography/XRD/000009pink.lst;000009pink;;QKaolinite1A;0.0824;0.0033,
E:/nextcloud/ISicily/petrography/XRD/000009pink.lst;000009pink;;QDolomite;0.0287;0.0018,
E:/nextcloud/ISicily/petrography/XRD/000009pink.lst;000009pink;;Qhydrotalcite;0.0131;0.0012,
E:/nextcloud/ISicily/petrography/XRD/000009pink.lst;000009pink;;Qcerussite;0.00127;0.00024,
E:/nextcloud/ISicily/petrography/XRD/000009pink.lst;000009pink;;Rwp;6.5900;,
E:/nextcloud/ISicily/petrography/XRD/000009pink.lst;000009pink;;Rexp;6.1800;,
E:/nextcloud/ISicily/petrography/XRD/000009pink.lst;000009pink;;Chi2;1.1371;,
E:/nextcloud/ISicily/petrography/XRD/000009pink.lst;000009pink;;GOF;1.0663;,
E:/nextcloud/ISicily/petrography/XRD/000015.lst;000015;;Qcalcite;1;0,
E:/nextcloud/ISicily/petrography/XRD/000015.lst;000015;;Rwp;5.5300;,
E:/nextcloud/ISicily/petrography/XRD/000015.lst;000015;;Rexp;6.0600;,
E:/nextcloud/ISicily/petrography/XRD/000015.lst;000015;;Chi2;0.8327;,
E:/nextcloud/ISicily/petrography/XRD/000015.lst;000015;;GOF;0.9125;,
E:/nextcloud/ISicily/petrography/XRD/000017.lst;000017;;Qcalcite;1;0,
E:/nextcloud/ISicily/petrography/XRD/000017.lst;000017;;Rwp;5.8100;,
E:/nextcloud/ISicily/petrography/XRD/000017.lst;000017;;Rexp;6.1300;,
E:/nextcloud/ISicily/petrography/XRD/000017.lst;000017;;Chi2;0.8983;,
E:/nextcloud/ISicily/petrography/XRD/000017.lst;000017;;GOF;0.9478;,
E:/nextcloud/ISicily/petrography/XRD/000021.lst;000021;;Qcalcite;0.9972;0.001,
E:/nextcloud/ISicily/petrography/XRD/000021.lst;000021;;QHematite;0.0028;0.001,
E:/nextcloud/ISicily/petrography/XRD/000021.lst;000021;;Rwp;5.8200;,
E:/nextcloud/ISicily/petrography/XRD/000021.lst;000021;;Rexp;6.1100;,
E:/nextcloud/ISicily/petrography/XRD/000021.lst;000021;;Chi2;0.9073;,
E:/nextcloud/ISicily/petrography/XRD/000021.lst;000021;;GOF;0.9525;,
E:/nextcloud/ISicily/petrography/XRD/000023.lst;000023;;Qcalcite;1;0,
E:/nextcloud/ISicily/petrography/XRD/000023.lst;000023;;Rwp;5.7800;,
E:/nextcloud/ISicily/petrography/XRD/000023.lst;000023;;Rexp;5.9700;,
E:/nextcloud/ISicily/petrography/XRD/000023.lst;000023;;Chi2;0.9374;,
E:/nextcloud/ISicily/petrography/XRD/000023.lst;000023;;GOF;0.9682;,
E:/nextcloud/ISicily/petrography/XRD/000026.lst;000026;;Qcalcite;1;0,
E:/nextcloud/ISicily/petrography/XRD/000026.lst;000026;;Rwp;5.8500;,
E:/nextcloud/ISicily/petrography/XRD/000026.lst;000026;;Rexp;6.1200;,
E:/nextcloud/ISicily/petrography/XRD/000026.lst;000026;;Chi2;0.9137;,
E:/nextcloud/ISicily/petrography/XRD/000026.lst;000026;;GOF;0.9559;,
E:/nextcloud/ISicily/petrography/XRD/000027p.lst;000027p;;Qcalcite;0.9722;0.0041,
E:/nextcloud/ISicily/petrography/XRD/000027p.lst;000027p;;QDolomite;0.0278;0.0041,
E:/nextcloud/ISicily/petrography/XRD/000027p.lst;000027p;;Rwp;5.1500;,
E:/nextcloud/ISicily/petrography/XRD/000027p.lst;000027p;;Rexp;5.5600;,
E:/nextcloud/ISicily/petrography/XRD/000027p.lst;000027p;;Chi2;0.8580;,
E:/nextcloud/ISicily/petrography/XRD/000027p.lst;000027p;;GOF;0.9263;,
E:/nextcloud/ISicily/petrography/XRD/000028.lst;000028;;Qcalcite;0.991;0.0017,
E:/nextcloud/ISicily/petrography/XRD/000028.lst;000028;;QDolomite;0.009;0.0017,
E:/nextcloud/ISicily/petrography/XRD/000028.lst;000028;;Rwp;5.7900;,
E:/nextcloud/ISicily/petrography/XRD/000028.lst;000028;;Rexp;5.7200;,
E:/nextcloud/ISicily/petrography/XRD/000028.lst;000028;;Chi2;1.0246;,
E:/nextcloud/ISicily/petrography/XRD/000028.lst;000028;;GOF;1.0122;,
E:/nextcloud/ISicily/petrography/XRD/000029grey.lst;000029grey;;Qcalcite;0.9792;0.0021,
E:/nextcloud/ISicily/petrography/XRD/000029grey.lst;000029grey;;QDolomite;0.013;0.0019,
E:/nextcloud/ISicily/petrography/XRD/000029grey.lst;000029grey;;QSrCO3;0.00782;0.00092,
E:/nextcloud/ISicily/petrography/XRD/000029grey.lst;000029grey;;Rwp;5.4100;,
E:/nextcloud/ISicily/petrography/XRD/000029grey.lst;000029grey;;Rexp;6.0000;,
E:/nextcloud/ISicily/petrography/XRD/000029grey.lst;000029grey;;Chi2;0.8130;,
E:/nextcloud/ISicily/petrography/XRD/000029grey.lst;000029grey;;GOF;0.9017;,
E:/nextcloud/ISicily/petrography/XRD/000029pink.lst;000029pink;;Qcalcite;1;0,
E:/nextcloud/ISicily/petrography/XRD/000029pink.lst;000029pink;;Rwp;5.6800;,
E:/nextcloud/ISicily/petrography/XRD/000029pink.lst;000029pink;;Rexp;6.1500;,
E:/nextcloud/ISicily/petrography/XRD/000029pink.lst;000029pink;;Chi2;0.8530;,
E:/nextcloud/ISicily/petrography/XRD/000029pink.lst;000029pink;;GOF;0.9236;,
E:/nextcloud/ISicily/petrography/XRD/000040p.lst;000040p;;Qcalcite;0.9769;0.0015,
E:/nextcloud/ISicily/petrography/XRD/000040p.lst;000040p;;QFluorite;0.0231;0.0015,
E:/nextcloud/ISicily/petrography/XRD/000040p.lst;000040p;;Rwp;5.6100;,
E:/nextcloud/ISicily/petrography/XRD/000040p.lst;000040p;;Rexp;5.4900;,
E:/nextcloud/ISicily/petrography/XRD/000040p.lst;000040p;;Chi2;1.0442;,
E:/nextcloud/ISicily/petrography/XRD/000040p.lst;000040p;;GOF;1.0219;,
E:/nextcloud/ISicily/petrography/XRD/000042.lst;000042;;Qcalcite;0.7571;0.0069,
E:/nextcloud/ISicily/petrography/XRD/000042.lst;000042;;QAragonite;0.1124;0.0037,
E:/nextcloud/ISicily/petrography/XRD/000042.lst;000042;;Qquartz;0.0297;0.0013,
E:/nextcloud/ISicily/petrography/XRD/000042.lst;000042;;QFerrosiliteFe;0.0301;0.0031,
E:/nextcloud/ISicily/petrography/XRD/000042.lst;000042;;Qgypsum;0.0148;0.0014,
E:/nextcloud/ISicily/petrography/XRD/000042.lst;000042;;Qankerit07;0.0356;0.0059,
E:/nextcloud/ISicily/petrography/XRD/000042.lst;000042;;Qfluorapa;0.0203;0.0024,
E:/nextcloud/ISicily/petrography/XRD/000042.lst;000042;;Rwp;5.6900;,
E:/nextcloud/ISicily/petrography/XRD/000042.lst;000042;;Rexp;5.8800;,
E:/nextcloud/ISicily/petrography/XRD/000042.lst;000042;;Chi2;0.9364;,
E:/nextcloud/ISicily/petrography/XRD/000042.lst;000042;;GOF;0.9677;,
E:/nextcloud/ISicily/petrography/XRD/000043.lst;000043;;Qcalcite;1;0,
E:/nextcloud/ISicily/petrography/XRD/000043.lst;000043;;Rwp;5.7100;,
E:/nextcloud/ISicily/petrography/XRD/000043.lst;000043;;Rexp;5.9700;,
E:/nextcloud/ISicily/petrography/XRD/000043.lst;000043;;Chi2;0.9148;,
E:/nextcloud/ISicily/petrography/XRD/000043.lst;000043;;GOF;0.9564;,
E:/nextcloud/ISicily/petrography/XRD/000054.lst;000054;;Qcalcite;0.9958;0.0011,
E:/nextcloud/ISicily/petrography/XRD/000054.lst;000054;;QSiO2p3221;0.0042;0.0011,
E:/nextcloud/ISicily/petrography/XRD/000054.lst;000054;;Rwp;5.9300;,
E:/nextcloud/ISicily/petrography/XRD/000054.lst;000054;;Rexp;6.1800;,
E:/nextcloud/ISicily/petrography/XRD/000054.lst;000054;;Chi2;0.9207;,
E:/nextcloud/ISicily/petrography/XRD/000054.lst;000054;;GOF;0.9595;,
E:/nextcloud/ISicily/petrography/XRD/000056p.lst;000056p;;Qcalcite;0.9555;0.0031,
E:/nextcloud/ISicily/petrography/XRD/000056p.lst;000056p;;QDolomite;0.0258;0.0024,
E:/nextcloud/ISicily/petrography/XRD/000056p.lst;000056p;;Qgypsum;0.0087;0.0019,
E:/nextcloud/ISicily/petrography/XRD/000056p.lst;000056p;;Qhydrotalcite;0.01;0.0022,
E:/nextcloud/ISicily/petrography/XRD/000056p.lst;000056p;;Rwp;6.7500;,
E:/nextcloud/ISicily/petrography/XRD/000056p.lst;000056p;;Rexp;5.7100;,
E:/nextcloud/ISicily/petrography/XRD/000056p.lst;000056p;;Chi2;1.3974;,
E:/nextcloud/ISicily/petrography/XRD/000056p.lst;000056p;;GOF;1.1821;,
E:/nextcloud/ISicily/petrography/XRD/000067p.lst;000067p;;Qcalcite;1;0,
E:/nextcloud/ISicily/petrography/XRD/000067p.lst;000067p;;Rwp;5.6000;,
E:/nextcloud/ISicily/petrography/XRD/000067p.lst;000067p;;Rexp;5.4500;,
E:/nextcloud/ISicily/petrography/XRD/000067p.lst;000067p;;Chi2;1.0558;,
E:/nextcloud/ISicily/petrography/XRD/000067p.lst;000067p;;GOF;1.0275;,
E:/nextcloud/ISicily/petrography/XRD/000092.lst;000092;;Qcalcite;0.9701;0.0033,
E:/nextcloud/ISicily/petrography/XRD/000092.lst;000092;;QDolomite;0.0299;0.0033,
E:/nextcloud/ISicily/petrography/XRD/000092.lst;000092;;Rwp;5.2400;,
E:/nextcloud/ISicily/petrography/XRD/000092.lst;000092;;Rexp;5.7000;,
E:/nextcloud/ISicily/petrography/XRD/000092.lst;000092;;Chi2;0.8451;,
E:/nextcloud/ISicily/petrography/XRD/000092.lst;000092;;GOF;0.9193;,
E:/nextcloud/ISicily/petrography/XRD/000095pvg.lst;000095pvg;;Qcalcite;0.9665;0.0012,
E:/nextcloud/ISicily/petrography/XRD/000095pvg.lst;000095pvg;;Qportlandite;0.002;0.00025,
E:/nextcloud/ISicily/petrography/XRD/000095pvg.lst;000095pvg;;Qquartz;0.004;0.00033,
E:/nextcloud/ISicily/petrography/XRD/000095pvg.lst;000095pvg;;QHematite;0.00347;0.00026,
E:/nextcloud/ISicily/petrography/XRD/000095pvg.lst;000095pvg;;QSiderite;0.00516;0.00031,
