File;Sample;Sample ID;Parameter, Goal;Value;ESD
E:/nextcloud/ISicily/petrography/XRD/001089.lst;001089;;QCalcite;0.7847;0.0019
E:/nextcloud/ISicily/petrography/XRD/001089.lst;001089;;Qquartz;0.2153;0.0019
E:/nextcloud/ISicily/petrography/XRD/001089.lst;001089;;Rwp;5.7500;
E:/nextcloud/ISicily/petrography/XRD/001089.lst;001089;;Rexp;5.8700;
E:/nextcloud/ISicily/petrography/XRD/001089.lst;001089;;Chi2;0.9595;
E:/nextcloud/ISicily/petrography/XRD/001089.lst;001089;;GOF;0.9796;
E:/nextcloud/ISicily/petrography/XRD/001090.lst;001090;;QCalcite;0.7428;0.0047
E:/nextcloud/ISicily/petrography/XRD/001090.lst;001090;;Qquartz;0.1703;0.0019
E:/nextcloud/ISicily/petrography/XRD/001090.lst;001090;;QAlbite;0.087;0.0053
E:/nextcloud/ISicily/petrography/XRD/001090.lst;001090;;Rwp;5.9500;
E:/nextcloud/ISicily/petrography/XRD/001090.lst;001090;;Rexp;5.6000;
E:/nextcloud/ISicily/petrography/XRD/001090.lst;001090;;Chi2;1.1289;
E:/nextcloud/ISicily/petrography/XRD/001090.lst;001090;;GOF;1.0625;
E:/nextcloud/ISicily/petrography/XRD/001108pvg.lst;001108pvg;;QCalcite;0.8992;0.0013
E:/nextcloud/ISicily/petrography/XRD/001108pvg.lst;001108pvg;;Qhydrotalcite;0;0
E:/nextcloud/ISicily/petrography/XRD/001108pvg.lst;001108pvg;;Qgypsum;0.01074;0.00043
E:/nextcloud/ISicily/petrography/XRD/001108pvg.lst;001108pvg;;Qwitherite;0.0004;0.00011
E:/nextcloud/ISicily/petrography/XRD/001108pvg.lst;001108pvg;;QDolomite;0.08;0.0011
E:/nextcloud/ISicily/petrography/XRD/001108pvg.lst;001108pvg;;QSiderite;0.00582;0.00032
E:/nextcloud/ISicily/petrography/XRD/001108pvg.lst;001108pvg;;QSiO2p3221;0.00377;0.0003
E:/nextcloud/ISicily/petrography/XRD/001108pvg.lst;001108pvg;;Rwp;9.2100;
E:/nextcloud/ISicily/petrography/XRD/001108pvg.lst;001108pvg;;Rexp;7.5400;
E:/nextcloud/ISicily/petrography/XRD/001108pvg.lst;001108pvg;;Chi2;1.4920;
