File;Sample;Sample ID;Parameter, Goal;Value;ESD
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/002754.lst;002754;;QCalcite;1;0
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/002754.lst;002754;;Rwp;5.3300;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/002754.lst;002754;;Rexp;5.7800;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/002754.lst;002754;;Chi2;0.8504;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/002754.lst;002754;;GOF;0.9221;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003002.lst;003002;;QCalcite;0.99318;0.0003
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003002.lst;003002;;Qquartz;0.00682;0.0003
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003002.lst;003002;;Qanorthite;0;0
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003002.lst;003002;;Rwp;10.4800;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003002.lst;003002;;Rexp;7.6500;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003002.lst;003002;;Chi2;1.8767;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003002.lst;003002;;GOF;1.3699;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003014.lst;003014;;QCalcite;0.4275;0.0052
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003014.lst;003014;;QMgCalcite;0.5718;0.0052
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003014.lst;003014;;QPlumbonacrite;0.00077;0.0001
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003014.lst;003014;;Rwp;12.5700;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003014.lst;003014;;Rexp;7.5400;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003014.lst;003014;;Chi2;2.7793;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003014.lst;003014;;GOF;1.6671;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003018.lst;003018;;QCalcite;0.99072;0.00096
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003018.lst;003018;;Qquartz;0.00928;0.00096
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003018.lst;003018;;Rwp;5.7300;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003018.lst;003018;;Rexp;6.0300;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003018.lst;003018;;Chi2;0.9030;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003018.lst;003018;;GOF;0.9502;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003020.lst;003020;;QCalcite;1;0
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003020.lst;003020;;Rwp;5.5000;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003020.lst;003020;;Rexp;5.9200;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003020.lst;003020;;Chi2;0.8631;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003020.lst;003020;;GOF;0.9291;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003077.lst;003077;;QCalcite;0.6154;0.0083
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003077.lst;003077;;QMgCalcite;0.3846;0.0083
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003077.lst;003077;;Rwp;6.3500;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003077.lst;003077;;Rexp;5.4600;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003077.lst;003077;;Chi2;1.3526;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003077.lst;003077;;GOF;1.1630;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003083.lst;003083;;QCalcite;0.99854;0.00022
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003083.lst;003083;;Qquartz;0.00146;0.00022
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003083.lst;003083;;Rwp;8.0100;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003083.lst;003083;;Rexp;8.2500;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003083.lst;003083;;Chi2;0.9427;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003083.lst;003083;;GOF;0.9709;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003124red.lst;003124red;;QCalcite;0.9655;0.0028
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003124red.lst;003124red;;QHematite;0.0257;0.0021
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003124red.lst;003124red;;Qquartz;0.0088;0.0017
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003124red.lst;003124red;;Rwp;5.4000;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003124red.lst;003124red;;Rexp;5.8500;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003124red.lst;003124red;;Chi2;0.8521;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003124red.lst;003124red;;GOF;0.9231;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003124white.lst;003124white;;QCalcite;0.9812;0.0022
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003124white.lst;003124white;;QK2SO4;0.0188;0.0022
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003124white.lst;003124white;;Rwp;6.1900;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003124white.lst;003124white;;Rexp;6.1000;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003124white.lst;003124white;;Chi2;1.0297;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003124white.lst;003124white;;GOF;1.0148;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003125.lst;003125;;QCalcite;0.96116;0.00055
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003125.lst;003125;;QPhlogopite1M;0.00446;0.00044
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003125.lst;003125;;Qquartz;0.03438;0.0004
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003125.lst;003125;;Rwp;8.9000;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003125.lst;003125;;Rexp;7.6500;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003125.lst;003125;;Chi2;1.3535;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003125.lst;003125;;GOF;1.1634;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003300.lst;003300;;QCalcite;1;0
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003300.lst;003300;;Rwp;5.9100;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003300.lst;003300;;Rexp;5.9100;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003300.lst;003300;;Chi2;1.0000;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003300.lst;003300;;GOF;1.0000;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003330.lst;003330;;QCalcite;0.9605;0.0015
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003330.lst;003330;;Qquartz;0.02971;0.00042
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003330.lst;003330;;Qchloritoidmg;0.0065;0.0013
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003330.lst;003330;;Qdolomite;0.00323;0.00053
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003330.lst;003330;;Rwp;8.5900;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003330.lst;003330;;Rexp;7.5900;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003330.lst;003330;;Chi2;1.2809;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003330.lst;003330;;GOF;1.1318;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003331.lst;003331;;QCalcite;0.5728;0.0022
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003331.lst;003331;;Qdolomite;0.4205;0.0022
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003331.lst;003331;;Qwitherite;0.00675;0.0006
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003331.lst;003331;;Rwp;6.2800;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/003331.lst;003331;;Rexp;6.0300;
