File;Sample;Sample ID;Parameter, Goal;Value;ESD
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/001039.lst;001039;;QCalcite;0.9954;0.0017
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/001039.lst;001039;;Qquartz;0.0046;0.0017
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/001039.lst;001039;;Rwp;5.5500;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/001039.lst;001039;;Rexp;5.9700;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/001039.lst;001039;;Chi2;0.8642;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/001039.lst;001039;;GOF;0.9296;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/001041.lst;001041;;QCalcite;0.9918;0.0013
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/001041.lst;001041;;Qquartz;0.0082;0.0013
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/001041.lst;001041;;Rwp;5.7200;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/001041.lst;001041;;Rexp;6.1000;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/001041.lst;001041;;Chi2;0.8793;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/001041.lst;001041;;GOF;0.9377;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/001089.lst;001089;;QCalcite;0.7847;0.0019
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/001089.lst;001089;;Qquartz;0.2153;0.0019
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/001089.lst;001089;;Rwp;5.7500;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/001089.lst;001089;;Rexp;5.8700;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/001089.lst;001089;;Chi2;0.9595;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/001089.lst;001089;;GOF;0.9796;
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/001090.lst;001090;;QCalcite;0.735;0.013
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/001090.lst;001090;;Qquartz;0.1559;0.0033
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/001090.lst;001090;;Qstruvite;0.019;0.015
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/001090.lst;001090;;Qanorthite;0.0671;0.0098
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/001090.lst;001090;;Qpolyhalite;0.0233;0.0028
E:/nextcloud/ISicily/petrography/processing/XRD/ISic XRD/001090.lst;001090;;Rwp;5.0900;
