File;Sample;Sample ID;Parameter, Goal;Value;ESD
E:/nextcloud/ISicily/petrography/XRD/000220.lst;000220;;QCalcite;1;0
E:/nextcloud/ISicily/petrography/XRD/000220.lst;000220;;Rwp;7.7300;
E:/nextcloud/ISicily/petrography/XRD/000220.lst;000220;;Rexp;5.6200;
E:/nextcloud/ISicily/petrography/XRD/000220.lst;000220;;Chi2;1.8918;
E:/nextcloud/ISicily/petrography/XRD/000220.lst;000220;;GOF;1.3754;
E:/nextcloud/ISicily/petrography/XRD/000220p.lst;000220p;;QGraphite3r;0.0015;0.0014
E:/nextcloud/ISicily/petrography/XRD/000220p.lst;000220p;;QCalcite;0.9574;0.0035
E:/nextcloud/ISicily/petrography/XRD/000220p.lst;000220p;;Qfluorite;0.0206;0.0028
E:/nextcloud/ISicily/petrography/XRD/000220p.lst;000220p;;Qchromimg;0.0205;0.0015
E:/nextcloud/ISicily/petrography/XRD/000220p.lst;000220p;;Rwp;8.3300;
E:/nextcloud/ISicily/petrography/XRD/000220p.lst;000220p;;Rexp;5.6400;
E:/nextcloud/ISicily/petrography/XRD/000220p.lst;000220p;;Chi2;2.1814;
E:/nextcloud/ISicily/petrography/XRD/000220p.lst;000220p;;GOF;1.4770;
E:/nextcloud/ISicily/petrography/XRD/000225p.lst;000225p;;QCalcite;1;0
E:/nextcloud/ISicily/petrography/XRD/000225p.lst;000225p;;Rwp;5.1100;
E:/nextcloud/ISicily/petrography/XRD/000225p.lst;000225p;;Rexp;5.7500;
E:/nextcloud/ISicily/petrography/XRD/000225p.lst;000225p;;Chi2;0.7898;
E:/nextcloud/ISicily/petrography/XRD/000225p.lst;000225p;;GOF;0.8887;
E:/nextcloud/ISicily/petrography/XRD/000228.lst;000228;;QCalcite;0.9372;0.0032
E:/nextcloud/ISicily/petrography/XRD/000228.lst;000228;;Qhydrotalcite;0.012;0.0029
E:/nextcloud/ISicily/petrography/XRD/000228.lst;000228;;Qgypsum;0.0265;0.0028
E:/nextcloud/ISicily/petrography/XRD/000228.lst;000228;;Qquartz;0.0242;0.0016
E:/nextcloud/ISicily/petrography/XRD/000228.lst;000228;;Rwp;5.3400;
E:/nextcloud/ISicily/petrography/XRD/000228.lst;000228;;Rexp;5.6200;
E:/nextcloud/ISicily/petrography/XRD/000228.lst;000228;;Chi2;0.9028;
E:/nextcloud/ISicily/petrography/XRD/000228.lst;000228;;GOF;0.9502;
E:/nextcloud/ISicily/petrography/XRD/000228vg.lst;000228vg;;QCalcite;0.9458;0.0011
E:/nextcloud/ISicily/petrography/XRD/000228vg.lst;000228vg;;Qhydrotalcite;0.00224;0.00072
E:/nextcloud/ISicily/petrography/XRD/000228vg.lst;000228vg;;Qgypsum;0.03143;0.00085
E:/nextcloud/ISicily/petrography/XRD/000228vg.lst;000228vg;;Qquartz;0.02055;0.00045
E:/nextcloud/ISicily/petrography/XRD/000228vg.lst;000228vg;;Rwp;8.7300;
E:/nextcloud/ISicily/petrography/XRD/000228vg.lst;000228vg;;Rexp;7.3400;
E:/nextcloud/ISicily/petrography/XRD/000228vg.lst;000228vg;;Chi2;1.4146;
E:/nextcloud/ISicily/petrography/XRD/000228vg.lst;000228vg;;GOF;1.1894;
E:/nextcloud/ISicily/petrography/XRD/000229.lst;000229;;QCalcite;0.9108;0.0037
E:/nextcloud/ISicily/petrography/XRD/000229.lst;000229;;Qdolomite;0.0579;0.0031
E:/nextcloud/ISicily/petrography/XRD/000229.lst;000229;;Qfluorite;0.0163;0.0016
