ISic,As,Au,Ba,Ca,Co,Cr,Cu,Fe,Hg,K,Mn,Ni,Pb,Rb,Sr,Ti,V,Y,Zn,Zr,SiO2,TiO2,Fe2O3,MnO,CaO,K2O
ISic000656,4.811250072,9.59086083,107.5541618,98.06301000000002,0.085270240692,33.08886182,50.15,47.685530881333044,8.22529171,1.4916177,0.004059955600000001,3.3770000000000002,14.910205,7.43286881,153.04413300000002,0.05241252000000001,2.243,6.59733822,10.67898258,17.218747500000003,,,,,,
ISic000656,0.3581973603,11.3214729,41.77591986,100.94804,0.1630855625,26.57843692,56.05,65.76886437093627,8.519382649999999,1.4475267,0.0042962237999999995,2.484,16.658298000000002,10.51601752,127.50643740000001,0.066612224,2.767,6.0346023,11.48846814,12.08418452,,,,,,
ISic000699,24.57515136,6.25611636,57.411878699999995,103.41292,0.6283322325,29.19254646,51.16,7.302353639092584,13.059282999999999,1.1304549,0.0040237921000000005,10.35,33.913004199999996,7.012276040000001,170.72807699999998,0.018790446000000002,6.845,7.9461767299999995,7.7368139099999995,9.13066289,,,,,,
ISic000699,26.20968951,13.881915,95.3980143,103.72103000000001,0.088942849632,29.97777328,65.2,15.963079163345155,7.6504776,1.4553863999999999,0.0058560761,5.49,32.216325700000006,6.98231929,168.517584,0.016337094,5.3229999999999995,7.405654070000001,19.18376997,15.4496056,,,,,,
ISic000699,0.85618665,9.493173279999999,9.644436180000001,105.40163000000001,0.2799735897,24.02396486,55.5,13.63811394674863,8.026831739999999,1.3675878,0.0044408778,4.548,30.2522918,7.0781808900000005,172.158396,0.0199167576,6.93,8.68168245,11.42620002,11.73980957,,,,,,
ISic000701,0.1967153691,6.998541739999999,66.4418027,43.247440000000005,0.037616065347,30.544329339999997,66.11,142.50705022959275,7.32348138,0.9947313,0.007112155,6.837999999999999,28.072317,6.66118293,82.3863744,0.074232484,0.006747,13.821584,15.21936633,5.266911,,,,,,
ISic000701,3.548763939,12.8022105,43.7466818,46.622645,1.1533020232999998,34.52016134,73.98,104.61294053836073,10.4371435,0.9914724,0.0100823838,10.41,18.714878000000002,8.857611839999999,72.8292429,0.06270916400000001,13.139999999999999,8.5891272,11.74791864,13.5319098,,,,,,
ISic000701,1.39584369,8.70344656,33.74034868,46.678665,0.018366478592,40.02668866,80.17,129.0666066970638,9.892149799999999,1.2387654,0.0085008334,7.423,22.9103012,15.7931986,81.80124389999999,0.060218640000000004,1.226,4.7511695000000005,11.4677121,7.94223169,,,,,,
ISic001831,2.23646331,9.424277850000001,132.9224747,117.44593,0.18078034169999999,14.86961168,66.11,32.3483963254682,6.9419857899999995,1.4985188999999999,0.0067240000999999995,16.93,42.468377000000004,10.175708839999999,194.133297,0.0331871616,5.345,11.61630091,21.046624559999998,14.5447773,,,,,,
ISic001831,32.62849488,9.532248300000001,94.7089273,118.52431500000002,0.5242978377,30.10698782,59.23,29.259853454524826,4.96972557,1.3696964999999999,0.0039104798,0.49829999999999997,122.160852,8.22852009,240.423621,0.0306074248,13.81,7.22547985,23.14817361,13.6534539,,,,,,
